"","OBS","DATE","FLOW","DATE2","YEAR","YEAR_CH","MONTH","MONTH_CH","WEEK","DAY","DAY_MONTH","BASEFLOW","QUICKFLOW","RATIO"
"3268",3268,"14/12/2002",4.3,2002-12-14,2002,"2002",12,"Dec",50,348,31,3.12,1.18,0.274
"3269",3269,"15/12/2002",4.1,2002-12-15,2002,"2002",12,"Dec",50,349,31,3.033,1.067,0.26
"3270",3270,"16/12/2002",4,2002-12-16,2002,"2002",12,"Dec",50,350,31,2.95,1.05,0.262
"3271",3271,"17/12/2002",3.8,2002-12-17,2002,"2002",12,"Dec",51,351,31,2.873,0.927,0.244
"3272",3272,"18/12/2002",3.7,2002-12-18,2002,"2002",12,"Dec",51,352,31,2.802,0.898,0.243
"3273",3273,"19/12/2002",3.5,2002-12-19,2002,"2002",12,"Dec",51,353,31,2.737,0.763,0.218
"3274",3274,"20/12/2002",3.3,2002-12-20,2002,"2002",12,"Dec",51,354,31,2.683,0.617,0.187
"3275",3275,"21/12/2002",3.3,2002-12-21,2002,"2002",12,"Dec",51,355,31,2.634,0.666,0.202
"3276",3276,"22/12/2002",3.1,2002-12-22,2002,"2002",12,"Dec",51,356,31,2.588,0.512,0.165
"3277",3277,"23/12/2002",3,2002-12-23,2002,"2002",12,"Dec",51,357,31,2.55,0.45,0.15
"3278",3278,"24/12/2002",3,2002-12-24,2002,"2002",12,"Dec",52,358,31,2.514,0.486,0.162
"3279",3279,"25/12/2002",2.9,2002-12-25,2002,"2002",12,"Dec",52,359,31,2.478,0.422,0.146
"3280",3280,"26/12/2002",2.7,2002-12-26,2002,"2002",12,"Dec",52,360,31,2.452,0.248,0.092
"3281",3281,"27/12/2002",2.9,2002-12-27,2002,"2002",12,"Dec",52,361,31,2.432,0.468,0.161
"3282",3282,"28/12/2002",3.5,2002-12-28,2002,"2002",12,"Dec",52,362,31,2.408,1.092,0.312
"3283",3283,"29/12/2002",2.8,2002-12-29,2002,"2002",12,"Dec",52,363,31,2.379,0.421,0.15
"3284",3284,"30/12/2002",2.6,2002-12-30,2002,"2002",12,"Dec",52,364,31,2.354,0.246,0.095
"3285",3285,"31/12/2002",2.6,2002-12-31,2002,"2002",12,"Dec",53,365,31,2.334,0.266,0.102
"3286",3286,"01/01/2003",2.5,2003-01-01,2003,"2003",1,"Jan",1,1,31,2.317,0.183,0.073
"3287",3287,"02/01/2003",2.4,2003-01-02,2003,"2003",1,"Jan",1,2,31,2.306,0.094,0.039
"3288",3288,"03/01/2003",2.4,2003-01-03,2003,"2003",1,"Jan",1,3,31,2.299,0.101,0.042
"3289",3289,"04/01/2003",2.3,2003-01-04,2003,"2003",1,"Jan",1,4,31,2.294,0.006,0.003
"3290",3290,"05/01/2003",2.3,2003-01-05,2003,"2003",1,"Jan",1,5,31,2.294,0.006,0.003
"3291",3291,"06/01/2003",2.3,2003-01-06,2003,"2003",1,"Jan",1,6,31,2.293,0.007,0.003
"3292",3292,"07/01/2003",3.1,2003-01-07,2003,"2003",1,"Jan",1,7,31,2.292,0.808,0.261
"3293",3293,"08/01/2003",2.7,2003-01-08,2003,"2003",1,"Jan",2,8,31,2.287,0.413,0.153
"3294",3294,"09/01/2003",3.6,2003-01-09,2003,"2003",1,"Jan",2,9,31,2.278,1.322,0.367
"3295",3295,"10/01/2003",3.1,2003-01-10,2003,"2003",1,"Jan",2,10,31,2.262,0.838,0.27
"3296",3296,"11/01/2003",2.7,2003-01-11,2003,"2003",1,"Jan",2,11,31,2.242,0.458,0.17
"3297",3297,"12/01/2003",2.5,2003-01-12,2003,"2003",1,"Jan",2,12,31,2.22,0.28,0.112
"3298",3298,"13/01/2003",2.4,2003-01-13,2003,"2003",1,"Jan",2,13,31,2.201,0.199,0.083
"3299",3299,"14/01/2003",2.6,2003-01-14,2003,"2003",1,"Jan",2,14,31,2.185,0.415,0.16
"3300",3300,"15/01/2003",2.5,2003-01-15,2003,"2003",1,"Jan",3,15,31,2.166,0.334,0.134
"3301",3301,"16/01/2003",2.3,2003-01-16,2003,"2003",1,"Jan",3,16,31,2.15,0.15,0.065
"3302",3302,"17/01/2003",2.3,2003-01-17,2003,"2003",1,"Jan",3,17,31,2.138,0.162,0.07
"3303",3303,"18/01/2003",2.2,2003-01-18,2003,"2003",1,"Jan",3,18,31,2.129,0.071,0.032
"3304",3304,"19/01/2003",2.4,2003-01-19,2003,"2003",1,"Jan",3,19,31,2.123,0.277,0.115
"3305",3305,"20/01/2003",2.6,2003-01-20,2003,"2003",1,"Jan",3,20,31,2.115,0.485,0.187
"3306",3306,"21/01/2003",2.3,2003-01-21,2003,"2003",1,"Jan",3,21,31,2.105,0.195,0.085
"3307",3307,"22/01/2003",2.1,2003-01-22,2003,"2003",1,"Jan",4,22,31,2.1,0,0
"3308",3308,"23/01/2003",2.1,2003-01-23,2003,"2003",1,"Jan",4,23,31,2.1,0,0
"3309",3309,"24/01/2003",2.1,2003-01-24,2003,"2003",1,"Jan",4,24,31,2.1,0,0
"3310",3310,"25/01/2003",4.9,2003-01-25,2003,"2003",1,"Jan",4,25,31,2.104,2.796,0.571
"3311",3311,"26/01/2003",8.8,2003-01-26,2003,"2003",1,"Jan",4,26,31,2.125,6.675,0.759
"3312",3312,"27/01/2003",17.5,2003-01-27,2003,"2003",1,"Jan",4,27,31,2.187,15.313,0.875
"3313",3313,"28/01/2003",20.1,2003-01-28,2003,"2003",1,"Jan",4,28,31,2.282,17.818,0.886
"3314",3314,"29/01/2003",8.5,2003-01-29,2003,"2003",1,"Jan",5,29,31,2.375,6.125,0.721
"3315",3315,"30/01/2003",6.3,2003-01-30,2003,"2003",1,"Jan",5,30,31,2.451,3.849,0.611
"3316",3316,"31/01/2003",5.2,2003-01-31,2003,"2003",1,"Jan",5,31,31,2.51,2.69,0.517
"3317",3317,"01/02/2003",4.6,2003-02-01,2003,"2003",2,"Feb",5,32,28,2.552,2.048,0.445
"3318",3318,"02/02/2003",4.1,2003-02-02,2003,"2003",2,"Feb",5,33,28,2.583,1.517,0.37
"3319",3319,"03/02/2003",3.8,2003-02-03,2003,"2003",2,"Feb",5,34,28,2.604,1.196,0.315
"3320",3320,"04/02/2003",3.6,2003-02-04,2003,"2003",2,"Feb",5,35,28,2.617,0.983,0.273
"3321",3321,"05/02/2003",3.4,2003-02-05,2003,"2003",2,"Feb",6,36,28,2.624,0.776,0.228
"3322",3322,"06/02/2003",3.2,2003-02-06,2003,"2003",2,"Feb",6,37,28,2.627,0.573,0.179
"3323",3323,"07/02/2003",3.1,2003-02-07,2003,"2003",2,"Feb",6,38,28,2.594,0.506,0.163
"3324",3324,"08/02/2003",3.1,2003-02-08,2003,"2003",2,"Feb",6,39,28,2.553,0.547,0.176
"3325",3325,"09/02/2003",2.9,2003-02-09,2003,"2003",2,"Feb",6,40,28,2.517,0.383,0.132
"3326",3326,"10/02/2003",3,2003-02-10,2003,"2003",2,"Feb",6,41,28,2.485,0.515,0.172
"3327",3327,"11/02/2003",3.1,2003-02-11,2003,"2003",2,"Feb",6,42,28,2.451,0.649,0.209
"3328",3328,"12/02/2003",2.9,2003-02-12,2003,"2003",2,"Feb",7,43,28,2.414,0.486,0.168
"3329",3329,"13/02/2003",3.2,2003-02-13,2003,"2003",2,"Feb",7,44,28,2.374,0.826,0.258
"3330",3330,"14/02/2003",2.8,2003-02-14,2003,"2003",2,"Feb",7,45,28,2.335,0.465,0.166
"3331",3331,"15/02/2003",2.8,2003-02-15,2003,"2003",2,"Feb",7,46,28,2.297,0.503,0.18
"3332",3332,"16/02/2003",2.6,2003-02-16,2003,"2003",2,"Feb",7,47,28,2.265,0.335,0.129
"3333",3333,"17/02/2003",2.7,2003-02-17,2003,"2003",2,"Feb",7,48,28,2.238,0.462,0.171
"3334",3334,"18/02/2003",2.6,2003-02-18,2003,"2003",2,"Feb",7,49,28,2.208,0.392,0.151
"3335",3335,"19/02/2003",2.6,2003-02-19,2003,"2003",2,"Feb",8,50,28,2.176,0.424,0.163
"3336",3336,"20/02/2003",2.6,2003-02-20,2003,"2003",2,"Feb",8,51,28,2.142,0.458,0.176
"3337",3337,"21/02/2003",2.6,2003-02-21,2003,"2003",2,"Feb",8,52,28,2.105,0.495,0.19
"3338",3338,"22/02/2003",2.4,2003-02-22,2003,"2003",2,"Feb",8,53,28,2.073,0.327,0.136
"3339",3339,"23/02/2003",2.3,2003-02-23,2003,"2003",2,"Feb",8,54,28,2.05,0.25,0.109
"3340",3340,"24/02/2003",2.3,2003-02-24,2003,"2003",2,"Feb",8,55,28,2.03,0.27,0.117
"3341",3341,"25/02/2003",2.3,2003-02-25,2003,"2003",2,"Feb",8,56,28,2.008,0.292,0.127
"3342",3342,"26/02/2003",2.3,2003-02-26,2003,"2003",2,"Feb",9,57,28,1.984,0.316,0.137
"3343",3343,"27/02/2003",2.3,2003-02-27,2003,"2003",2,"Feb",9,58,28,1.959,0.341,0.148
"3344",3344,"28/02/2003",2.2,2003-02-28,2003,"2003",2,"Feb",9,59,28,1.935,0.265,0.12
"3345",3345,"01/03/2003",2.2,2003-03-01,2003,"2003",3,"Mar",9,60,31,1.914,0.286,0.13
"3346",3346,"02/03/2003",2.1,2003-03-02,2003,"2003",3,"Mar",9,61,31,1.894,0.206,0.098
"3347",3347,"03/03/2003",2.1,2003-03-03,2003,"2003",3,"Mar",9,62,31,1.878,0.222,0.106
"3348",3348,"04/03/2003",2.1,2003-03-04,2003,"2003",3,"Mar",9,63,31,1.86,0.24,0.114
"3349",3349,"05/03/2003",2,2003-03-05,2003,"2003",3,"Mar",10,64,31,1.844,0.156,0.078
"3350",3350,"06/03/2003",2,2003-03-06,2003,"2003",3,"Mar",10,65,31,1.832,0.168,0.084
"3351",3351,"07/03/2003",2,2003-03-07,2003,"2003",3,"Mar",10,66,31,1.818,0.182,0.091
"3352",3352,"08/03/2003",2,2003-03-08,2003,"2003",3,"Mar",10,67,31,1.803,0.197,0.098
"3353",3353,"09/03/2003",2.1,2003-03-09,2003,"2003",3,"Mar",10,68,31,1.787,0.313,0.149
"3354",3354,"10/03/2003",2,2003-03-10,2003,"2003",3,"Mar",10,69,31,1.77,0.23,0.115
"3355",3355,"11/03/2003",2,2003-03-11,2003,"2003",3,"Mar",10,70,31,1.751,0.249,0.124
"3356",3356,"12/03/2003",2,2003-03-12,2003,"2003",3,"Mar",11,71,31,1.731,0.269,0.134
"3357",3357,"13/03/2003",1.9,2003-03-13,2003,"2003",3,"Mar",11,72,31,1.713,0.187,0.098
"3358",3358,"14/03/2003",1.9,2003-03-14,2003,"2003",3,"Mar",11,73,31,1.698,0.202,0.106
"3359",3359,"15/03/2003",1.9,2003-03-15,2003,"2003",3,"Mar",11,74,31,1.682,0.218,0.115
"3360",3360,"16/03/2003",1.8,2003-03-16,2003,"2003",3,"Mar",11,75,31,1.668,0.132,0.073
"3361",3361,"17/03/2003",1.8,2003-03-17,2003,"2003",3,"Mar",11,76,31,1.657,0.143,0.079
"3362",3362,"18/03/2003",1.8,2003-03-18,2003,"2003",3,"Mar",11,77,31,1.646,0.154,0.086
"3363",3363,"19/03/2003",1.8,2003-03-19,2003,"2003",3,"Mar",12,78,31,1.633,0.167,0.093
"3364",3364,"20/03/2003",1.7,2003-03-20,2003,"2003",3,"Mar",12,79,31,1.624,0.076,0.045
"3365",3365,"21/03/2003",1.7,2003-03-21,2003,"2003",3,"Mar",12,80,31,1.618,0.082,0.048
"3366",3366,"22/03/2003",1.7,2003-03-22,2003,"2003",3,"Mar",12,81,31,1.611,0.089,0.052
"3367",3367,"23/03/2003",1.7,2003-03-23,2003,"2003",3,"Mar",12,82,31,1.604,0.096,0.056
"3368",3368,"24/03/2003",1.6,2003-03-24,2003,"2003",3,"Mar",12,83,31,1.6,0,0
"3369",3369,"25/03/2003",1.7,2003-03-25,2003,"2003",3,"Mar",12,84,31,1.6,0.1,0.059
"3370",3370,"26/03/2003",1.6,2003-03-26,2003,"2003",3,"Mar",13,85,31,1.6,0,0
"3371",3371,"27/03/2003",1.7,2003-03-27,2003,"2003",3,"Mar",13,86,31,1.6,0.1,0.059
"3372",3372,"28/03/2003",1.6,2003-03-28,2003,"2003",3,"Mar",13,87,31,1.6,0,0
"3373",3373,"29/03/2003",1.6,2003-03-29,2003,"2003",3,"Mar",13,88,31,1.6,0,0
"3374",3374,"30/03/2003",1.6,2003-03-30,2003,"2003",3,"Mar",13,89,31,1.6,0,0
"3375",3375,"31/03/2003",2.4,2003-03-31,2003,"2003",3,"Mar",13,90,31,1.601,0.799,0.333
"3376",3376,"01/04/2003",19.8,2003-04-01,2003,"2003",4,"Apr",13,91,30,1.63,18.17,0.918
"3377",3377,"02/04/2003",11.1,2003-04-02,2003,"2003",4,"Apr",14,92,30,1.683,9.417,0.848
"3378",3378,"03/04/2003",5,2003-04-03,2003,"2003",4,"Apr",14,93,30,1.728,3.272,0.654
"3379",3379,"04/04/2003",3.6,2003-04-04,2003,"2003",4,"Apr",14,94,30,1.762,1.838,0.511
"3380",3380,"05/04/2003",3,2003-04-05,2003,"2003",4,"Apr",14,95,30,1.785,1.215,0.405
"3381",3381,"06/04/2003",2.7,2003-04-06,2003,"2003",4,"Apr",14,96,30,1.801,0.899,0.333
"3382",3382,"07/04/2003",2.6,2003-04-07,2003,"2003",4,"Apr",14,97,30,1.811,0.789,0.303
"3383",3383,"08/04/2003",2.4,2003-04-08,2003,"2003",4,"Apr",14,98,30,1.816,0.584,0.243
"3384",3384,"09/04/2003",2.2,2003-04-09,2003,"2003",4,"Apr",15,99,30,1.818,0.382,0.174
"3385",3385,"10/04/2003",2.2,2003-04-10,2003,"2003",4,"Apr",15,100,30,1.79,0.41,0.186
"3386",3386,"11/04/2003",2.1,2003-04-11,2003,"2003",4,"Apr",15,101,30,1.761,0.339,0.161
"3387",3387,"12/04/2003",2,2003-04-12,2003,"2003",4,"Apr",15,102,30,1.737,0.263,0.132
"3388",3388,"13/04/2003",2,2003-04-13,2003,"2003",4,"Apr",15,103,30,1.716,0.284,0.142
"3389",3389,"14/04/2003",2,2003-04-14,2003,"2003",4,"Apr",15,104,30,1.693,0.307,0.154
"3390",3390,"15/04/2003",1.9,2003-04-15,2003,"2003",4,"Apr",15,105,30,1.672,0.228,0.12
"3391",3391,"16/04/2003",1.9,2003-04-16,2003,"2003",4,"Apr",16,106,30,1.653,0.247,0.13
"3392",3392,"17/04/2003",1.8,2003-04-17,2003,"2003",4,"Apr",16,107,30,1.637,0.163,0.091
"3393",3393,"18/04/2003",1.7,2003-04-18,2003,"2003",4,"Apr",16,108,30,1.628,0.072,0.042
"3394",3394,"19/04/2003",1.7,2003-04-19,2003,"2003",4,"Apr",16,109,30,1.622,0.078,0.046
"3395",3395,"20/04/2003",1.7,2003-04-20,2003,"2003",4,"Apr",16,110,30,1.616,0.084,0.049
"3396",3396,"21/04/2003",1.7,2003-04-21,2003,"2003",4,"Apr",16,111,30,1.609,0.091,0.054
"3397",3397,"22/04/2003",1.7,2003-04-22,2003,"2003",4,"Apr",16,112,30,1.602,0.098,0.058
"3398",3398,"23/04/2003",1.8,2003-04-23,2003,"2003",4,"Apr",17,113,30,1.594,0.206,0.114
"3399",3399,"24/04/2003",2.2,2003-04-24,2003,"2003",4,"Apr",17,114,30,1.584,0.616,0.28
"3400",3400,"25/04/2003",1.8,2003-04-25,2003,"2003",4,"Apr",17,115,30,1.572,0.228,0.127
"3401",3401,"26/04/2003",1.7,2003-04-26,2003,"2003",4,"Apr",17,116,30,1.559,0.141,0.083
"3402",3402,"27/04/2003",1.6,2003-04-27,2003,"2003",4,"Apr",17,117,30,1.552,0.048,0.03
"3403",3403,"28/04/2003",1.6,2003-04-28,2003,"2003",4,"Apr",17,118,30,1.548,0.052,0.032
"3404",3404,"29/04/2003",2.1,2003-04-29,2003,"2003",4,"Apr",17,119,30,1.543,0.557,0.265
"3405",3405,"30/04/2003",2,2003-04-30,2003,"2003",4,"Apr",18,120,30,1.536,0.464,0.232
"3406",3406,"01/05/2003",1.8,2003-05-01,2003,"2003",5,"May",18,121,31,1.526,0.274,0.152
"3407",3407,"02/05/2003",1.7,2003-05-02,2003,"2003",5,"May",18,122,31,1.514,0.186,0.109
"3408",3408,"03/05/2003",1.6,2003-05-03,2003,"2003",5,"May",18,123,31,1.504,0.096,0.06
"3409",3409,"04/05/2003",1.5,2003-05-04,2003,"2003",5,"May",18,124,31,1.5,0,0
"3410",3410,"05/05/2003",1.7,2003-05-05,2003,"2003",5,"May",18,125,31,1.5,0.2,0.118
"3411",3411,"06/05/2003",1.8,2003-05-06,2003,"2003",5,"May",18,126,31,1.502,0.298,0.166
"3412",3412,"07/05/2003",2,2003-05-07,2003,"2003",5,"May",19,127,31,1.504,0.496,0.248
"3413",3413,"08/05/2003",1.7,2003-05-08,2003,"2003",5,"May",19,128,31,1.509,0.191,0.112
"3414",3414,"09/05/2003",2,2003-05-09,2003,"2003",5,"May",19,129,31,1.515,0.485,0.242
"3415",3415,"10/05/2003",1.8,2003-05-10,2003,"2003",5,"May",19,130,31,1.522,0.278,0.154
"3416",3416,"11/05/2003",1.9,2003-05-11,2003,"2003",5,"May",19,131,31,1.53,0.37,0.195
"3417",3417,"12/05/2003",7.5,2003-05-12,2003,"2003",5,"May",19,132,31,1.546,5.954,0.794
"3418",3418,"13/05/2003",3.9,2003-05-13,2003,"2003",5,"May",19,133,31,1.581,2.319,0.595
"3419",3419,"14/05/2003",3.2,2003-05-14,2003,"2003",5,"May",20,134,31,1.628,1.572,0.491
"3420",3420,"15/05/2003",2.6,2003-05-15,2003,"2003",5,"May",20,135,31,1.677,0.923,0.355
"3421",3421,"16/05/2003",2.9,2003-05-16,2003,"2003",5,"May",20,136,31,1.726,1.174,0.405
"3422",3422,"17/05/2003",3.9,2003-05-17,2003,"2003",5,"May",20,137,31,1.775,2.125,0.545
"3423",3423,"18/05/2003",4.2,2003-05-18,2003,"2003",5,"May",20,138,31,1.828,2.372,0.565
"3424",3424,"19/05/2003",4.5,2003-05-19,2003,"2003",5,"May",20,139,31,1.886,2.614,0.581
"3425",3425,"20/05/2003",3.5,2003-05-20,2003,"2003",5,"May",20,140,31,1.949,1.551,0.443
"3426",3426,"21/05/2003",3.2,2003-05-21,2003,"2003",5,"May",21,141,31,2.013,1.187,0.371
"3427",3427,"22/05/2003",3,2003-05-22,2003,"2003",5,"May",21,142,31,2.074,0.926,0.309
"3428",3428,"23/05/2003",5.5,2003-05-23,2003,"2003",5,"May",21,143,31,2.136,3.364,0.612
"3429",3429,"24/05/2003",5.1,2003-05-24,2003,"2003",5,"May",21,144,31,2.203,2.897,0.568
"3430",3430,"25/05/2003",4.3,2003-05-25,2003,"2003",5,"May",21,145,31,2.276,2.024,0.471
"3431",3431,"26/05/2003",4.6,2003-05-26,2003,"2003",5,"May",21,146,31,2.352,2.248,0.489
"3432",3432,"27/05/2003",5.3,2003-05-27,2003,"2003",5,"May",21,147,31,2.43,2.87,0.542
"3433",3433,"28/05/2003",5.3,2003-05-28,2003,"2003",5,"May",22,148,31,2.512,2.788,0.526
"3434",3434,"29/05/2003",6.5,2003-05-29,2003,"2003",5,"May",22,149,31,2.6,3.9,0.6
"3435",3435,"30/05/2003",5.3,2003-05-30,2003,"2003",5,"May",22,150,31,2.693,2.607,0.492
"3436",3436,"31/05/2003",6,2003-05-31,2003,"2003",5,"May",22,151,31,2.79,3.21,0.535
"3437",3437,"01/06/2003",5,2003-06-01,2003,"2003",6,"Jun",22,152,30,2.889,2.111,0.422
"3438",3438,"02/06/2003",6.1,2003-06-02,2003,"2003",6,"Jun",22,153,30,2.989,3.111,0.51
"3439",3439,"03/06/2003",4.9,2003-06-03,2003,"2003",6,"Jun",22,154,30,3.088,1.812,0.37
"3440",3440,"04/06/2003",6,2003-06-04,2003,"2003",6,"Jun",23,155,30,3.186,2.814,0.469
"3441",3441,"05/06/2003",6.5,2003-06-05,2003,"2003",6,"Jun",23,156,30,3.285,3.215,0.495
"3442",3442,"06/06/2003",5.9,2003-06-06,2003,"2003",6,"Jun",23,157,30,3.382,2.518,0.427
"3443",3443,"07/06/2003",5.6,2003-06-07,2003,"2003",6,"Jun",23,158,30,3.471,2.129,0.38
"3444",3444,"08/06/2003",5.8,2003-06-08,2003,"2003",6,"Jun",23,159,30,3.552,2.248,0.388
"3445",3445,"09/06/2003",5.1,2003-06-09,2003,"2003",6,"Jun",23,160,30,3.625,1.475,0.289
"3446",3446,"10/06/2003",4.5,2003-06-10,2003,"2003",6,"Jun",23,161,30,3.692,0.808,0.18
"3447",3447,"11/06/2003",6.1,2003-06-11,2003,"2003",6,"Jun",24,162,30,3.754,2.346,0.385
"3448",3448,"12/06/2003",6.3,2003-06-12,2003,"2003",6,"Jun",24,163,30,3.819,2.481,0.394
"3449",3449,"13/06/2003",5.8,2003-06-13,2003,"2003",6,"Jun",24,164,30,3.888,1.912,0.33
"3450",3450,"14/06/2003",7,2003-06-14,2003,"2003",6,"Jun",24,165,30,3.96,3.04,0.434
"3451",3451,"15/06/2003",11.7,2003-06-15,2003,"2003",6,"Jun",24,166,30,4.038,7.662,0.655
"3452",3452,"16/06/2003",8.7,2003-06-16,2003,"2003",6,"Jun",24,167,30,4.118,4.582,0.527
"3453",3453,"17/06/2003",12.2,2003-06-17,2003,"2003",6,"Jun",24,168,30,4.188,8.012,0.657
"3454",3454,"18/06/2003",17.7,2003-06-18,2003,"2003",6,"Jun",25,169,30,4.246,13.454,0.76
"3455",3455,"19/06/2003",14.7,2003-06-19,2003,"2003",6,"Jun",25,170,30,4.29,10.41,0.708
"3456",3456,"20/06/2003",9.3,2003-06-20,2003,"2003",6,"Jun",25,171,30,4.316,4.984,0.536
"3457",3457,"21/06/2003",7.4,2003-06-21,2003,"2003",6,"Jun",25,172,30,4.277,3.123,0.422
"3458",3458,"22/06/2003",6.5,2003-06-22,2003,"2003",6,"Jun",25,173,30,4.06,2.44,0.375
"3459",3459,"23/06/2003",6,2003-06-23,2003,"2003",6,"Jun",25,174,30,3.883,2.117,0.353
"3460",3460,"24/06/2003",5.9,2003-06-24,2003,"2003",6,"Jun",25,175,30,3.715,2.185,0.37
"3461",3461,"25/06/2003",5,2003-06-25,2003,"2003",6,"Jun",26,176,30,3.574,1.426,0.285
"3462",3462,"26/06/2003",4.4,2003-06-26,2003,"2003",6,"Jun",26,177,30,3.483,0.917,0.208
"3463",3463,"27/06/2003",4,2003-06-27,2003,"2003",6,"Jun",26,178,30,3.425,0.575,0.144
"3464",3464,"28/06/2003",4,2003-06-28,2003,"2003",6,"Jun",26,179,30,3.378,0.622,0.156
"3465",3465,"29/06/2003",5.6,2003-06-29,2003,"2003",6,"Jun",26,180,30,3.325,2.275,0.406
"3466",3466,"30/06/2003",4.3,2003-06-30,2003,"2003",6,"Jun",26,181,30,3.263,1.037,0.241
"3467",3467,"01/07/2003",3.5,2003-07-01,2003,"2003",7,"Jul",26,182,31,3.218,0.282,0.081
"3468",3468,"02/07/2003",3.3,2003-07-02,2003,"2003",7,"Jul",27,183,31,3.204,0.096,0.029
"3469",3469,"03/07/2003",3.2,2003-07-03,2003,"2003",7,"Jul",27,184,31,3.2,0,0
"3470",3470,"04/07/2003",6.4,2003-07-04,2003,"2003",7,"Jul",27,185,31,3.205,3.196,0.499
"3471",3471,"05/07/2003",5,2003-07-05,2003,"2003",7,"Jul",27,186,31,3.217,1.783,0.357
"3472",3472,"06/07/2003",4,2003-07-06,2003,"2003",7,"Jul",27,187,31,3.231,0.769,0.192
"3473",3473,"07/07/2003",3.7,2003-07-07,2003,"2003",7,"Jul",27,188,31,3.244,0.456,0.123
"3474",3474,"08/07/2003",4.2,2003-07-08,2003,"2003",7,"Jul",27,189,31,3.254,0.946,0.225
"3475",3475,"09/07/2003",3.6,2003-07-09,2003,"2003",7,"Jul",28,190,31,3.262,0.338,0.094
"3476",3476,"10/07/2003",3.6,2003-07-10,2003,"2003",7,"Jul",28,191,31,3.268,0.332,0.092
"3477",3477,"11/07/2003",3.5,2003-07-11,2003,"2003",7,"Jul",28,192,31,3.272,0.228,0.065
"3478",3478,"12/07/2003",3.7,2003-07-12,2003,"2003",7,"Jul",28,193,31,3.275,0.425,0.115
"3479",3479,"13/07/2003",5.1,2003-07-13,2003,"2003",7,"Jul",28,194,31,3.276,1.824,0.358
"3480",3480,"14/07/2003",3.6,2003-07-14,2003,"2003",7,"Jul",28,195,31,3.255,0.345,0.096
"3481",3481,"15/07/2003",3.4,2003-07-15,2003,"2003",7,"Jul",28,196,31,3.235,0.165,0.049
"3482",3482,"16/07/2003",3.4,2003-07-16,2003,"2003",7,"Jul",29,197,31,3.222,0.178,0.052
"3483",3483,"17/07/2003",3.4,2003-07-17,2003,"2003",7,"Jul",29,198,31,3.208,0.192,0.056
"3484",3484,"18/07/2003",3.2,2003-07-18,2003,"2003",7,"Jul",29,199,31,3.2,0,0
"3485",3485,"19/07/2003",3.3,2003-07-19,2003,"2003",7,"Jul",29,200,31,3.2,0.1,0.03
"3486",3486,"20/07/2003",4.8,2003-07-20,2003,"2003",7,"Jul",29,201,31,3.203,1.597,0.333
"3487",3487,"21/07/2003",3.6,2003-07-21,2003,"2003",7,"Jul",29,202,31,3.209,0.391,0.109
"3488",3488,"22/07/2003",6,2003-07-22,2003,"2003",7,"Jul",29,203,31,3.215,2.785,0.464
"3489",3489,"23/07/2003",4.5,2003-07-23,2003,"2003",7,"Jul",30,204,31,3.219,1.281,0.285
"3490",3490,"24/07/2003",4,2003-07-24,2003,"2003",7,"Jul",30,205,31,3.222,0.778,0.194
"3491",3491,"25/07/2003",3.8,2003-07-25,2003,"2003",7,"Jul",30,206,31,3.206,0.594,0.156
"3492",3492,"26/07/2003",3.7,2003-07-26,2003,"2003",7,"Jul",30,207,31,3.169,0.531,0.144
"3493",3493,"27/07/2003",3.6,2003-07-27,2003,"2003",7,"Jul",30,208,31,3.132,0.468,0.13
"3494",3494,"28/07/2003",3.5,2003-07-28,2003,"2003",7,"Jul",30,209,31,3.098,0.402,0.115
"3495",3495,"29/07/2003",3.3,2003-07-29,2003,"2003",7,"Jul",30,210,31,3.074,0.226,0.068
"3496",3496,"30/07/2003",3.6,2003-07-30,2003,"2003",7,"Jul",31,211,31,3.055,0.545,0.151
"3497",3497,"31/07/2003",4.3,2003-07-31,2003,"2003",7,"Jul",31,212,31,3.032,1.268,0.295
"3498",3498,"01/08/2003",4,2003-08-01,2003,"2003",8,"Aug",31,213,31,3.003,0.997,0.249
"3499",3499,"02/08/2003",3.6,2003-08-02,2003,"2003",8,"Aug",31,214,31,2.968,0.632,0.176
"3500",3500,"03/08/2003",3.4,2003-08-03,2003,"2003",8,"Aug",31,215,31,2.932,0.468,0.138
"3501",3501,"04/08/2003",3.3,2003-08-04,2003,"2003",8,"Aug",31,216,31,2.898,0.402,0.122
"3502",3502,"05/08/2003",3.2,2003-08-05,2003,"2003",8,"Aug",31,217,31,2.869,0.331,0.103
"3503",3503,"06/08/2003",3.1,2003-08-06,2003,"2003",8,"Aug",32,218,31,2.846,0.254,0.082
"3504",3504,"07/08/2003",3.1,2003-08-07,2003,"2003",8,"Aug",32,219,31,2.826,0.274,0.088
"3505",3505,"08/08/2003",3,2003-08-08,2003,"2003",8,"Aug",32,220,31,2.807,0.193,0.064
"3506",3506,"09/08/2003",2.8,2003-08-09,2003,"2003",8,"Aug",32,221,31,2.8,0,0
"3507",3507,"10/08/2003",3.4,2003-08-10,2003,"2003",8,"Aug",32,222,31,2.801,0.599,0.176
"3508",3508,"11/08/2003",3,2003-08-11,2003,"2003",8,"Aug",32,223,31,2.804,0.196,0.065
"3509",3509,"12/08/2003",3.3,2003-08-12,2003,"2003",8,"Aug",32,224,31,2.808,0.492,0.149
