"","OBS","DATE","FLOW","DATE2","YEAR","YEAR_CH","MONTH","MONTH_CH","WEEK","DAY","DAY_MONTH"
"3428",3428,"23/05/2003",5.5,2003-05-23,2003,"2003",5,"May",21,143,31
"3429",3429,"24/05/2003",5.1,2003-05-24,2003,"2003",5,"May",21,144,31
"3430",3430,"25/05/2003",4.3,2003-05-25,2003,"2003",5,"May",21,145,31
"3431",3431,"26/05/2003",4.6,2003-05-26,2003,"2003",5,"May",21,146,31
"3432",3432,"27/05/2003",5.3,2003-05-27,2003,"2003",5,"May",21,147,31
"3433",3433,"28/05/2003",5.3,2003-05-28,2003,"2003",5,"May",22,148,31
"3434",3434,"29/05/2003",6.5,2003-05-29,2003,"2003",5,"May",22,149,31
"3435",3435,"30/05/2003",5.3,2003-05-30,2003,"2003",5,"May",22,150,31
"3436",3436,"31/05/2003",6,2003-05-31,2003,"2003",5,"May",22,151,31
"3437",3437,"01/06/2003",5,2003-06-01,2003,"2003",6,"Jun",22,152,30
"3438",3438,"02/06/2003",6.1,2003-06-02,2003,"2003",6,"Jun",22,153,30
"3439",3439,"03/06/2003",4.9,2003-06-03,2003,"2003",6,"Jun",22,154,30
"3440",3440,"04/06/2003",6,2003-06-04,2003,"2003",6,"Jun",23,155,30
"3441",3441,"05/06/2003",6.5,2003-06-05,2003,"2003",6,"Jun",23,156,30
"3442",3442,"06/06/2003",5.9,2003-06-06,2003,"2003",6,"Jun",23,157,30
"3443",3443,"07/06/2003",5.6,2003-06-07,2003,"2003",6,"Jun",23,158,30
"3444",3444,"08/06/2003",5.8,2003-06-08,2003,"2003",6,"Jun",23,159,30
"3445",3445,"09/06/2003",5.1,2003-06-09,2003,"2003",6,"Jun",23,160,30
"3446",3446,"10/06/2003",4.5,2003-06-10,2003,"2003",6,"Jun",23,161,30
"3447",3447,"11/06/2003",6.1,2003-06-11,2003,"2003",6,"Jun",24,162,30
"3448",3448,"12/06/2003",6.3,2003-06-12,2003,"2003",6,"Jun",24,163,30
"3449",3449,"13/06/2003",5.8,2003-06-13,2003,"2003",6,"Jun",24,164,30
"3450",3450,"14/06/2003",7,2003-06-14,2003,"2003",6,"Jun",24,165,30
"3451",3451,"15/06/2003",11.7,2003-06-15,2003,"2003",6,"Jun",24,166,30
"3452",3452,"16/06/2003",8.7,2003-06-16,2003,"2003",6,"Jun",24,167,30
"3453",3453,"17/06/2003",12.2,2003-06-17,2003,"2003",6,"Jun",24,168,30
"3454",3454,"18/06/2003",17.7,2003-06-18,2003,"2003",6,"Jun",25,169,30
"3455",3455,"19/06/2003",14.7,2003-06-19,2003,"2003",6,"Jun",25,170,30
"3456",3456,"20/06/2003",9.3,2003-06-20,2003,"2003",6,"Jun",25,171,30
"3457",3457,"21/06/2003",7.4,2003-06-21,2003,"2003",6,"Jun",25,172,30
"3458",3458,"22/06/2003",6.5,2003-06-22,2003,"2003",6,"Jun",25,173,30
"3459",3459,"23/06/2003",6,2003-06-23,2003,"2003",6,"Jun",25,174,30
"3460",3460,"24/06/2003",5.9,2003-06-24,2003,"2003",6,"Jun",25,175,30
"3461",3461,"25/06/2003",5,2003-06-25,2003,"2003",6,"Jun",26,176,30
"3462",3462,"26/06/2003",4.4,2003-06-26,2003,"2003",6,"Jun",26,177,30
"3463",3463,"27/06/2003",4,2003-06-27,2003,"2003",6,"Jun",26,178,30
"3464",3464,"28/06/2003",4,2003-06-28,2003,"2003",6,"Jun",26,179,30
"3465",3465,"29/06/2003",5.6,2003-06-29,2003,"2003",6,"Jun",26,180,30
"3466",3466,"30/06/2003",4.3,2003-06-30,2003,"2003",6,"Jun",26,181,30
"3467",3467,"01/07/2003",3.5,2003-07-01,2003,"2003",7,"Jul",26,182,31
"3468",3468,"02/07/2003",3.3,2003-07-02,2003,"2003",7,"Jul",27,183,31
"3469",3469,"03/07/2003",3.2,2003-07-03,2003,"2003",7,"Jul",27,184,31
"3470",3470,"04/07/2003",6.4,2003-07-04,2003,"2003",7,"Jul",27,185,31
"3471",3471,"05/07/2003",5,2003-07-05,2003,"2003",7,"Jul",27,186,31
"3472",3472,"06/07/2003",4,2003-07-06,2003,"2003",7,"Jul",27,187,31
"3473",3473,"07/07/2003",3.7,2003-07-07,2003,"2003",7,"Jul",27,188,31
"3474",3474,"08/07/2003",4.2,2003-07-08,2003,"2003",7,"Jul",27,189,31
"3475",3475,"09/07/2003",3.6,2003-07-09,2003,"2003",7,"Jul",28,190,31
"3476",3476,"10/07/2003",3.6,2003-07-10,2003,"2003",7,"Jul",28,191,31
"3477",3477,"11/07/2003",3.5,2003-07-11,2003,"2003",7,"Jul",28,192,31
"3478",3478,"12/07/2003",3.7,2003-07-12,2003,"2003",7,"Jul",28,193,31
"3479",3479,"13/07/2003",5.1,2003-07-13,2003,"2003",7,"Jul",28,194,31
"3480",3480,"14/07/2003",3.6,2003-07-14,2003,"2003",7,"Jul",28,195,31
"3481",3481,"15/07/2003",3.4,2003-07-15,2003,"2003",7,"Jul",28,196,31
"3482",3482,"16/07/2003",3.4,2003-07-16,2003,"2003",7,"Jul",29,197,31
"3483",3483,"17/07/2003",3.4,2003-07-17,2003,"2003",7,"Jul",29,198,31
"3484",3484,"18/07/2003",3.2,2003-07-18,2003,"2003",7,"Jul",29,199,31
"3485",3485,"19/07/2003",3.3,2003-07-19,2003,"2003",7,"Jul",29,200,31
"3486",3486,"20/07/2003",4.8,2003-07-20,2003,"2003",7,"Jul",29,201,31
"3487",3487,"21/07/2003",3.6,2003-07-21,2003,"2003",7,"Jul",29,202,31
"3488",3488,"22/07/2003",6,2003-07-22,2003,"2003",7,"Jul",29,203,31
"3489",3489,"23/07/2003",4.5,2003-07-23,2003,"2003",7,"Jul",30,204,31
"3490",3490,"24/07/2003",4,2003-07-24,2003,"2003",7,"Jul",30,205,31
"3491",3491,"25/07/2003",3.8,2003-07-25,2003,"2003",7,"Jul",30,206,31
"3492",3492,"26/07/2003",3.7,2003-07-26,2003,"2003",7,"Jul",30,207,31
"3493",3493,"27/07/2003",3.6,2003-07-27,2003,"2003",7,"Jul",30,208,31
"3494",3494,"28/07/2003",3.5,2003-07-28,2003,"2003",7,"Jul",30,209,31
"3495",3495,"29/07/2003",3.3,2003-07-29,2003,"2003",7,"Jul",30,210,31
"3496",3496,"30/07/2003",3.6,2003-07-30,2003,"2003",7,"Jul",31,211,31
"3497",3497,"31/07/2003",4.3,2003-07-31,2003,"2003",7,"Jul",31,212,31
"3498",3498,"01/08/2003",4,2003-08-01,2003,"2003",8,"Aug",31,213,31
"3499",3499,"02/08/2003",3.6,2003-08-02,2003,"2003",8,"Aug",31,214,31
"3500",3500,"03/08/2003",3.4,2003-08-03,2003,"2003",8,"Aug",31,215,31
"3501",3501,"04/08/2003",3.3,2003-08-04,2003,"2003",8,"Aug",31,216,31
"3502",3502,"05/08/2003",3.2,2003-08-05,2003,"2003",8,"Aug",31,217,31
"3503",3503,"06/08/2003",3.1,2003-08-06,2003,"2003",8,"Aug",32,218,31
"3504",3504,"07/08/2003",3.1,2003-08-07,2003,"2003",8,"Aug",32,219,31
"3505",3505,"08/08/2003",3,2003-08-08,2003,"2003",8,"Aug",32,220,31
"3506",3506,"09/08/2003",2.8,2003-08-09,2003,"2003",8,"Aug",32,221,31
"3507",3507,"10/08/2003",3.4,2003-08-10,2003,"2003",8,"Aug",32,222,31
"3508",3508,"11/08/2003",3,2003-08-11,2003,"2003",8,"Aug",32,223,31
"3509",3509,"12/08/2003",3.3,2003-08-12,2003,"2003",8,"Aug",32,224,31
"3510",3510,"13/08/2003",3.2,2003-08-13,2003,"2003",8,"Aug",33,225,31
"3511",3511,"14/08/2003",3.2,2003-08-14,2003,"2003",8,"Aug",33,226,31
"3512",3512,"15/08/2003",3.1,2003-08-15,2003,"2003",8,"Aug",33,227,31
"3513",3513,"16/08/2003",4,2003-08-16,2003,"2003",8,"Aug",33,228,31
"3514",3514,"17/08/2003",3.8,2003-08-17,2003,"2003",8,"Aug",33,229,31
"3515",3515,"18/08/2003",3.2,2003-08-18,2003,"2003",8,"Aug",33,230,31
"3516",3516,"19/08/2003",3.3,2003-08-19,2003,"2003",8,"Aug",33,231,31
"3517",3517,"20/08/2003",4,2003-08-20,2003,"2003",8,"Aug",34,232,31
"3518",3518,"21/08/2003",3.4,2003-08-21,2003,"2003",8,"Aug",34,233,31
"3519",3519,"22/08/2003",3.3,2003-08-22,2003,"2003",8,"Aug",34,234,31
"3520",3520,"23/08/2003",3.2,2003-08-23,2003,"2003",8,"Aug",34,235,31
"3521",3521,"24/08/2003",5.7,2003-08-24,2003,"2003",8,"Aug",34,236,31
"3522",3522,"25/08/2003",4.2,2003-08-25,2003,"2003",8,"Aug",34,237,31
"3523",3523,"26/08/2003",3.5,2003-08-26,2003,"2003",8,"Aug",34,238,31
"3524",3524,"27/08/2003",3.4,2003-08-27,2003,"2003",8,"Aug",35,239,31
"3525",3525,"28/08/2003",3.8,2003-08-28,2003,"2003",8,"Aug",35,240,31
"3526",3526,"29/08/2003",3.4,2003-08-29,2003,"2003",8,"Aug",35,241,31
"3527",3527,"30/08/2003",3.2,2003-08-30,2003,"2003",8,"Aug",35,242,31
"3528",3528,"31/08/2003",3.4,2003-08-31,2003,"2003",8,"Aug",35,243,31
"3529",3529,"01/09/2003",3.3,2003-09-01,2003,"2003",9,"Sep",35,244,30
"3530",3530,"02/09/2003",4.2,2003-09-02,2003,"2003",9,"Sep",35,245,30
"3531",3531,"03/09/2003",3.5,2003-09-03,2003,"2003",9,"Sep",36,246,30
"3532",3532,"04/09/2003",3.7,2003-09-04,2003,"2003",9,"Sep",36,247,30
"3533",3533,"05/09/2003",3.8,2003-09-05,2003,"2003",9,"Sep",36,248,30
"3534",3534,"06/09/2003",7.9,2003-09-06,2003,"2003",9,"Sep",36,249,30
"3535",3535,"07/09/2003",6.4,2003-09-07,2003,"2003",9,"Sep",36,250,30
"3536",3536,"08/09/2003",4.6,2003-09-08,2003,"2003",9,"Sep",36,251,30
"3537",3537,"09/09/2003",4,2003-09-09,2003,"2003",9,"Sep",36,252,30
"3538",3538,"10/09/2003",3.9,2003-09-10,2003,"2003",9,"Sep",37,253,30
"3539",3539,"11/09/2003",8.4,2003-09-11,2003,"2003",9,"Sep",37,254,30
"3540",3540,"12/09/2003",4.3,2003-09-12,2003,"2003",9,"Sep",37,255,30
"3541",3541,"13/09/2003",8.4,2003-09-13,2003,"2003",9,"Sep",37,256,30
"3542",3542,"14/09/2003",6.3,2003-09-14,2003,"2003",9,"Sep",37,257,30
"3543",3543,"15/09/2003",8.8,2003-09-15,2003,"2003",9,"Sep",37,258,30
"3544",3544,"16/09/2003",8.7,2003-09-16,2003,"2003",9,"Sep",37,259,30
"3545",3545,"17/09/2003",8,2003-09-17,2003,"2003",9,"Sep",38,260,30
"3546",3546,"18/09/2003",7.3,2003-09-18,2003,"2003",9,"Sep",38,261,30
"3547",3547,"19/09/2003",6.1,2003-09-19,2003,"2003",9,"Sep",38,262,30
"3548",3548,"20/09/2003",9.8,2003-09-20,2003,"2003",9,"Sep",38,263,30
"3549",3549,"21/09/2003",10.1,2003-09-21,2003,"2003",9,"Sep",38,264,30
"3550",3550,"22/09/2003",8.3,2003-09-22,2003,"2003",9,"Sep",38,265,30
"3551",3551,"23/09/2003",7.6,2003-09-23,2003,"2003",9,"Sep",38,266,30
"3552",3552,"24/09/2003",9.2,2003-09-24,2003,"2003",9,"Sep",39,267,30
"3553",3553,"25/09/2003",6.8,2003-09-25,2003,"2003",9,"Sep",39,268,30
"3554",3554,"26/09/2003",6.4,2003-09-26,2003,"2003",9,"Sep",39,269,30
"3555",3555,"27/09/2003",6.7,2003-09-27,2003,"2003",9,"Sep",39,270,30
"3556",3556,"28/09/2003",5.7,2003-09-28,2003,"2003",9,"Sep",39,271,30
"3557",3557,"29/09/2003",7.8,2003-09-29,2003,"2003",9,"Sep",39,272,30
"3558",3558,"30/09/2003",6.5,2003-09-30,2003,"2003",9,"Sep",39,273,30
"3559",3559,"01/10/2003",6.8,2003-10-01,2003,"2003",10,"Oct",40,274,31
"3560",3560,"02/10/2003",6,2003-10-02,2003,"2003",10,"Oct",40,275,31
"3561",3561,"03/10/2003",5.5,2003-10-03,2003,"2003",10,"Oct",40,276,31
"3562",3562,"04/10/2003",6.1,2003-10-04,2003,"2003",10,"Oct",40,277,31
"3563",3563,"05/10/2003",7.2,2003-10-05,2003,"2003",10,"Oct",40,278,31
"3564",3564,"06/10/2003",8.5,2003-10-06,2003,"2003",10,"Oct",40,279,31
"3565",3565,"07/10/2003",7.6,2003-10-07,2003,"2003",10,"Oct",40,280,31
"3566",3566,"08/10/2003",7.2,2003-10-08,2003,"2003",10,"Oct",41,281,31
"3567",3567,"09/10/2003",10.9,2003-10-09,2003,"2003",10,"Oct",41,282,31
"3568",3568,"10/10/2003",6.9,2003-10-10,2003,"2003",10,"Oct",41,283,31
"3569",3569,"11/10/2003",5.9,2003-10-11,2003,"2003",10,"Oct",41,284,31
"3570",3570,"12/10/2003",5.4,2003-10-12,2003,"2003",10,"Oct",41,285,31
"3571",3571,"13/10/2003",6,2003-10-13,2003,"2003",10,"Oct",41,286,31
"3572",3572,"14/10/2003",5.3,2003-10-14,2003,"2003",10,"Oct",41,287,31
"3573",3573,"15/10/2003",5.1,2003-10-15,2003,"2003",10,"Oct",42,288,31
"3574",3574,"16/10/2003",5.2,2003-10-16,2003,"2003",10,"Oct",42,289,31
"3575",3575,"17/10/2003",4.9,2003-10-17,2003,"2003",10,"Oct",42,290,31
"3576",3576,"18/10/2003",5.5,2003-10-18,2003,"2003",10,"Oct",42,291,31
"3577",3577,"19/10/2003",9.5,2003-10-19,2003,"2003",10,"Oct",42,292,31
"3578",3578,"20/10/2003",9.3,2003-10-20,2003,"2003",10,"Oct",42,293,31
"3579",3579,"21/10/2003",7.6,2003-10-21,2003,"2003",10,"Oct",42,294,31
"3580",3580,"22/10/2003",9.7,2003-10-22,2003,"2003",10,"Oct",43,295,31
"3581",3581,"23/10/2003",6,2003-10-23,2003,"2003",10,"Oct",43,296,31
"3582",3582,"24/10/2003",14.7,2003-10-24,2003,"2003",10,"Oct",43,297,31
"3583",3583,"25/10/2003",9.6,2003-10-25,2003,"2003",10,"Oct",43,298,31
"3584",3584,"26/10/2003",7.6,2003-10-26,2003,"2003",10,"Oct",43,299,31
"3585",3585,"27/10/2003",8.1,2003-10-27,2003,"2003",10,"Oct",43,300,31
"3586",3586,"28/10/2003",7.6,2003-10-28,2003,"2003",10,"Oct",43,301,31
"3587",3587,"29/10/2003",6.4,2003-10-29,2003,"2003",10,"Oct",44,302,31
"3588",3588,"30/10/2003",5.9,2003-10-30,2003,"2003",10,"Oct",44,303,31
"3589",3589,"31/10/2003",5.6,2003-10-31,2003,"2003",10,"Oct",44,304,31
"3590",3590,"01/11/2003",5.5,2003-11-01,2003,"2003",11,"Nov",44,305,30
"3591",3591,"02/11/2003",5.2,2003-11-02,2003,"2003",11,"Nov",44,306,30
"3592",3592,"03/11/2003",4.9,2003-11-03,2003,"2003",11,"Nov",44,307,30
"3593",3593,"04/11/2003",5.8,2003-11-04,2003,"2003",11,"Nov",44,308,30
"3594",3594,"05/11/2003",5.3,2003-11-05,2003,"2003",11,"Nov",45,309,30
"3595",3595,"06/11/2003",4.8,2003-11-06,2003,"2003",11,"Nov",45,310,30
"3596",3596,"07/11/2003",4.6,2003-11-07,2003,"2003",11,"Nov",45,311,30
"3597",3597,"08/11/2003",4.5,2003-11-08,2003,"2003",11,"Nov",45,312,30
"3598",3598,"09/11/2003",4.3,2003-11-09,2003,"2003",11,"Nov",45,313,30
"3599",3599,"10/11/2003",4.2,2003-11-10,2003,"2003",11,"Nov",45,314,30
"3600",3600,"11/11/2003",4.5,2003-11-11,2003,"2003",11,"Nov",45,315,30
"3601",3601,"12/11/2003",4.5,2003-11-12,2003,"2003",11,"Nov",46,316,30
"3602",3602,"13/11/2003",4.4,2003-11-13,2003,"2003",11,"Nov",46,317,30
"3603",3603,"14/11/2003",4.2,2003-11-14,2003,"2003",11,"Nov",46,318,30
"3604",3604,"15/11/2003",4.4,2003-11-15,2003,"2003",11,"Nov",46,319,30
"3605",3605,"16/11/2003",4.3,2003-11-16,2003,"2003",11,"Nov",46,320,30
"3606",3606,"17/11/2003",4.1,2003-11-17,2003,"2003",11,"Nov",46,321,30
"3607",3607,"18/11/2003",4,2003-11-18,2003,"2003",11,"Nov",46,322,30
"3608",3608,"19/11/2003",4,2003-11-19,2003,"2003",11,"Nov",47,323,30
"3609",3609,"20/11/2003",4.6,2003-11-20,2003,"2003",11,"Nov",47,324,30
"3610",3610,"21/11/2003",4.6,2003-11-21,2003,"2003",11,"Nov",47,325,30
"3611",3611,"22/11/2003",5.2,2003-11-22,2003,"2003",11,"Nov",47,326,30
"3612",3612,"23/11/2003",4.6,2003-11-23,2003,"2003",11,"Nov",47,327,30
"3613",3613,"24/11/2003",4.3,2003-11-24,2003,"2003",11,"Nov",47,328,30
"3614",3614,"25/11/2003",4.2,2003-11-25,2003,"2003",11,"Nov",47,329,30
"3615",3615,"26/11/2003",4.4,2003-11-26,2003,"2003",11,"Nov",48,330,30
"3616",3616,"27/11/2003",4,2003-11-27,2003,"2003",11,"Nov",48,331,30
"3617",3617,"28/11/2003",5.7,2003-11-28,2003,"2003",11,"Nov",48,332,30
"3618",3618,"29/11/2003",11.9,2003-11-29,2003,"2003",11,"Nov",48,333,30
"3619",3619,"30/11/2003",9.4,2003-11-30,2003,"2003",11,"Nov",48,334,30
"3620",3620,"01/12/2003",14.2,2003-12-01,2003,"2003",12,"Dec",48,335,31
"3621",3621,"02/12/2003",11.1,2003-12-02,2003,"2003",12,"Dec",48,336,31
"3622",3622,"03/12/2003",8.4,2003-12-03,2003,"2003",12,"Dec",49,337,31
"3623",3623,"04/12/2003",6.8,2003-12-04,2003,"2003",12,"Dec",49,338,31
"3624",3624,"05/12/2003",6,2003-12-05,2003,"2003",12,"Dec",49,339,31
"3625",3625,"06/12/2003",5.7,2003-12-06,2003,"2003",12,"Dec",49,340,31
"3626",3626,"07/12/2003",6.2,2003-12-07,2003,"2003",12,"Dec",49,341,31
"3627",3627,"08/12/2003",7,2003-12-08,2003,"2003",12,"Dec",49,342,31
"3628",3628,"09/12/2003",7.1,2003-12-09,2003,"2003",12,"Dec",49,343,31
"3629",3629,"10/12/2003",9.9,2003-12-10,2003,"2003",12,"Dec",50,344,31
"3630",3630,"11/12/2003",28.8,2003-12-11,2003,"2003",12,"Dec",50,345,31
"3631",3631,"12/12/2003",26,2003-12-12,2003,"2003",12,"Dec",50,346,31
"3632",3632,"13/12/2003",10.8,2003-12-13,2003,"2003",12,"Dec",50,347,31
"3633",3633,"14/12/2003",8.6,2003-12-14,2003,"2003",12,"Dec",50,348,31
"3634",3634,"15/12/2003",7.3,2003-12-15,2003,"2003",12,"Dec",50,349,31
"3635",3635,"16/12/2003",6.6,2003-12-16,2003,"2003",12,"Dec",50,350,31
"3636",3636,"17/12/2003",8,2003-12-17,2003,"2003",12,"Dec",51,351,31
"3637",3637,"18/12/2003",6.6,2003-12-18,2003,"2003",12,"Dec",51,352,31
"3638",3638,"19/12/2003",7.8,2003-12-19,2003,"2003",12,"Dec",51,353,31
"3639",3639,"20/12/2003",14.6,2003-12-20,2003,"2003",12,"Dec",51,354,31
"3640",3640,"21/12/2003",16.1,2003-12-21,2003,"2003",12,"Dec",51,355,31
"3641",3641,"22/12/2003",13.1,2003-12-22,2003,"2003",12,"Dec",51,356,31
"3642",3642,"23/12/2003",9,2003-12-23,2003,"2003",12,"Dec",51,357,31
"3643",3643,"24/12/2003",8,2003-12-24,2003,"2003",12,"Dec",52,358,31
"3644",3644,"25/12/2003",9,2003-12-25,2003,"2003",12,"Dec",52,359,31
"3645",3645,"26/12/2003",7.2,2003-12-26,2003,"2003",12,"Dec",52,360,31
"3646",3646,"27/12/2003",6.6,2003-12-27,2003,"2003",12,"Dec",52,361,31
"3647",3647,"28/12/2003",6.2,2003-12-28,2003,"2003",12,"Dec",52,362,31
"3648",3648,"29/12/2003",6,2003-12-29,2003,"2003",12,"Dec",52,363,31
"3649",3649,"30/12/2003",6.8,2003-12-30,2003,"2003",12,"Dec",52,364,31
"3650",3650,"31/12/2003",7.9,2003-12-31,2003,"2003",12,"Dec",53,365,31
"3651",3651,"01/01/2004",8.7,2004-01-01,2004,"2004",1,"Jan",1,1,31
"3652",3652,"02/01/2004",7.5,2004-01-02,2004,"2004",1,"Jan",1,2,31
"3653",3653,"03/01/2004",7,2004-01-03,2004,"2004",1,"Jan",1,3,31
"3654",3654,"04/01/2004",7.2,2004-01-04,2004,"2004",1,"Jan",1,4,31
"3655",3655,"05/01/2004",6.7,2004-01-05,2004,"2004",1,"Jan",1,5,31
"3656",3656,"06/01/2004",6.5,2004-01-06,2004,"2004",1,"Jan",1,6,31
"3657",3657,"07/01/2004",7.3,2004-01-07,2004,"2004",1,"Jan",1,7,31
"3658",3658,"08/01/2004",7,2004-01-08,2004,"2004",1,"Jan",2,8,31
"3659",3659,"09/01/2004",6.4,2004-01-09,2004,"2004",1,"Jan",2,9,31
"3660",3660,"10/01/2004",6.3,2004-01-10,2004,"2004",1,"Jan",2,10,31
"3661",3661,"11/01/2004",6.6,2004-01-11,2004,"2004",1,"Jan",2,11,31
"3662",3662,"12/01/2004",6.2,2004-01-12,2004,"2004",1,"Jan",2,12,31
"3663",3663,"13/01/2004",5.9,2004-01-13,2004,"2004",1,"Jan",2,13,31
"3664",3664,"14/01/2004",5.7,2004-01-14,2004,"2004",1,"Jan",2,14,31
"3665",3665,"15/01/2004",5.5,2004-01-15,2004,"2004",1,"Jan",3,15,31
"3666",3666,"16/01/2004",5.4,2004-01-16,2004,"2004",1,"Jan",3,16,31
"3667",3667,"17/01/2004",5.3,2004-01-17,2004,"2004",1,"Jan",3,17,31
"3668",3668,"18/01/2004",5.1,2004-01-18,2004,"2004",1,"Jan",3,18,31
"3669",3669,"19/01/2004",5,2004-01-19,2004,"2004",1,"Jan",3,19,31
"3670",3670,"20/01/2004",4.8,2004-01-20,2004,"2004",1,"Jan",3,20,31
"3671",3671,"21/01/2004",4.7,2004-01-21,2004,"2004",1,"Jan",3,21,31
"3672",3672,"22/01/2004",4.5,2004-01-22,2004,"2004",1,"Jan",4,22,31
"3673",3673,"23/01/2004",5.3,2004-01-23,2004,"2004",1,"Jan",4,23,31
"3674",3674,"24/01/2004",6.3,2004-01-24,2004,"2004",1,"Jan",4,24,31
"3675",3675,"25/01/2004",5.1,2004-01-25,2004,"2004",1,"Jan",4,25,31
"3676",3676,"26/01/2004",5,2004-01-26,2004,"2004",1,"Jan",4,26,31
"3677",3677,"27/01/2004",4.8,2004-01-27,2004,"2004",1,"Jan",4,27,31
"3678",3678,"28/01/2004",4.5,2004-01-28,2004,"2004",1,"Jan",4,28,31
"3679",3679,"29/01/2004",4.4,2004-01-29,2004,"2004",1,"Jan",5,29,31
"3680",3680,"30/01/2004",4.2,2004-01-30,2004,"2004",1,"Jan",5,30,31
"3681",3681,"31/01/2004",4.2,2004-01-31,2004,"2004",1,"Jan",5,31,31
"3682",3682,"01/02/2004",4.1,2004-02-01,2004,"2004",2,"Feb",5,32,29
"3683",3683,"02/02/2004",4,2004-02-02,2004,"2004",2,"Feb",5,33,29
"3684",3684,"03/02/2004",3.9,2004-02-03,2004,"2004",2,"Feb",5,34,29
"3685",3685,"04/02/2004",3.8,2004-02-04,2004,"2004",2,"Feb",5,35,29
"3686",3686,"05/02/2004",3.8,2004-02-05,2004,"2004",2,"Feb",6,36,29
"3687",3687,"06/02/2004",3.7,2004-02-06,2004,"2004",2,"Feb",6,37,29
"3688",3688,"07/02/2004",4.6,2004-02-07,2004,"2004",2,"Feb",6,38,29
"3689",3689,"08/02/2004",3.9,2004-02-08,2004,"2004",2,"Feb",6,39,29
"3690",3690,"09/02/2004",3.7,2004-02-09,2004,"2004",2,"Feb",6,40,29
"3691",3691,"10/02/2004",3.8,2004-02-10,2004,"2004",2,"Feb",6,41,29
"3692",3692,"11/02/2004",3.7,2004-02-11,2004,"2004",2,"Feb",6,42,29
"3693",3693,"12/02/2004",3.8,2004-02-12,2004,"2004",2,"Feb",7,43,29
"3694",3694,"13/02/2004",3.6,2004-02-13,2004,"2004",2,"Feb",7,44,29
"3695",3695,"14/02/2004",3.5,2004-02-14,2004,"2004",2,"Feb",7,45,29
"3696",3696,"15/02/2004",3.4,2004-02-15,2004,"2004",2,"Feb",7,46,29
"3697",3697,"16/02/2004",3.4,2004-02-16,2004,"2004",2,"Feb",7,47,29
"3698",3698,"17/02/2004",3.3,2004-02-17,2004,"2004",2,"Feb",7,48,29
"3699",3699,"18/02/2004",7.4,2004-02-18,2004,"2004",2,"Feb",7,49,29
"3700",3700,"19/02/2004",5,2004-02-19,2004,"2004",2,"Feb",8,50,29
"3701",3701,"20/02/2004",4.2,2004-02-20,2004,"2004",2,"Feb",8,51,29
"3702",3702,"21/02/2004",3.9,2004-02-21,2004,"2004",2,"Feb",8,52,29
"3703",3703,"22/02/2004",3.7,2004-02-22,2004,"2004",2,"Feb",8,53,29
"3704",3704,"23/02/2004",3.6,2004-02-23,2004,"2004",2,"Feb",8,54,29
"3705",3705,"24/02/2004",3.5,2004-02-24,2004,"2004",2,"Feb",8,55,29
"3706",3706,"25/02/2004",3.4,2004-02-25,2004,"2004",2,"Feb",8,56,29
"3707",3707,"26/02/2004",3.3,2004-02-26,2004,"2004",2,"Feb",9,57,29
"3708",3708,"27/02/2004",5.8,2004-02-27,2004,"2004",2,"Feb",9,58,29
"3709",3709,"28/02/2004",7.5,2004-02-28,2004,"2004",2,"Feb",9,59,29
"3710",3710,"01/03/2004",5.8,2004-03-01,2004,"2004",3,"Mar",9,61,31
"3711",3711,"02/03/2004",5,2004-03-02,2004,"2004",3,"Mar",9,62,31
"3712",3712,"03/03/2004",4.6,2004-03-03,2004,"2004",3,"Mar",9,63,31
"3713",3713,"04/03/2004",4.3,2004-03-04,2004,"2004",3,"Mar",10,64,31
"3714",3714,"05/03/2004",4.2,2004-03-05,2004,"2004",3,"Mar",10,65,31
"3715",3715,"06/03/2004",4.7,2004-03-06,2004,"2004",3,"Mar",10,66,31
"3716",3716,"07/03/2004",4.4,2004-03-07,2004,"2004",3,"Mar",10,67,31
"3717",3717,"08/03/2004",4.5,2004-03-08,2004,"2004",3,"Mar",10,68,31
"3718",3718,"09/03/2004",4.5,2004-03-09,2004,"2004",3,"Mar",10,69,31
"3719",3719,"10/03/2004",4.3,2004-03-10,2004,"2004",3,"Mar",10,70,31
"3720",3720,"11/03/2004",4.2,2004-03-11,2004,"2004",3,"Mar",11,71,31
"3721",3721,"12/03/2004",6.4,2004-03-12,2004,"2004",3,"Mar",11,72,31
"3722",3722,"13/03/2004",5.4,2004-03-13,2004,"2004",3,"Mar",11,73,31
"3723",3723,"14/03/2004",5,2004-03-14,2004,"2004",3,"Mar",11,74,31
"3724",3724,"15/03/2004",4.6,2004-03-15,2004,"2004",3,"Mar",11,75,31
"3725",3725,"16/03/2004",4.4,2004-03-16,2004,"2004",3,"Mar",11,76,31
"3726",3726,"17/03/2004",4.7,2004-03-17,2004,"2004",3,"Mar",11,77,31
"3727",3727,"18/03/2004",4.2,2004-03-18,2004,"2004",3,"Mar",12,78,31
"3728",3728,"19/03/2004",5.5,2004-03-19,2004,"2004",3,"Mar",12,79,31
"3729",3729,"20/03/2004",4.7,2004-03-20,2004,"2004",3,"Mar",12,80,31
"3730",3730,"21/03/2004",4.3,2004-03-21,2004,"2004",3,"Mar",12,81,31
"3731",3731,"22/03/2004",4.1,2004-03-22,2004,"2004",3,"Mar",12,82,31
"3732",3732,"23/03/2004",3.9,2004-03-23,2004,"2004",3,"Mar",12,83,31
